x,lax_u1,lax_u2,lax_u3,box_u1,box_u2,box_u3,exact_u1,exact_u2,exact_u3
0.745,1.054282331492664,-0.8639908134570522,1.389606126667601,0.9580711250143211,-0.8158852102178806,1.418058963191593,1.031584656774906,-0.8526419760981729,1.381295611313008
0.7475000000000001,1.060924677147578,-0.8756745048820421,1.403370335668204,0.8148792427972025,-0.7526517877068541,1.507178222980471,1.040789110545129,-0.8656067215808175,1.394216740015464
0.75,1.069668040013571,-0.8883874106000591,1.416130426036372,0.9619300479109201,-0.8345184145487338,1.451218416159984,1.050028059077124,-0.8785674201318359,1.407162899340808
0.7525000000000001,1.077585438416776,-0.9006655252481659,1.42934733159741,1.218976010656984,-0.9713608113682699,1.340302224058711,1.059300932469038,-0.8915232722742968,1.420133290708949
0.755,1.086448994382751,-0.913394396658407,1.442135397371287,1.252528367126943,-0.9964340830305032,1.341172942569202,1.068607158726367,-0.9044734788302147,1.433127114045046
0.7575000000000001,1.095005236614241,-0.9259467773783516,1.455119084809368,1.029679208323188,-0.893283763232825,1.470283437654668,1.077946163797219,-0.9174172409698407,1.44614356782888
0.76,1.10396066342453,-0.9386754061693319,1.467945272198739,0.8834745898955088,-0.8284323694048213,1.561109590547699,1.087317371607787,-0.9303537602609604,1.45918184914426
0.7625000000000001,1.112828603338821,-0.9513364383386254,1.480855252136442,1.042894633469857,-0.9163694534041429,1.499160247153331,1.096720204097814,-0.9432822387181218,1.472241153728587
0.765,1.121861813491362,-0.964055744969404,1.493722544214271,1.279529201303331,-1.042889438875389,1.398639380788868,1.10615408125632,-0.9562018788518831,1.485320676022427
0.7675000000000001,1.130890359653397,-0.9767478529660207,1.506630260527006,1.239140253639389,-1.030872799959016,1.436664913573942,1.115618421157313,-0.9691118837179786,1.498419609219246
0.77,1.139994396722156,-0.9894523353297113,1.51953803348631,1.002390192032833,-0.9206502329850499,1.572904544835668,1.125112639995741,-0.9820114569665039,1.511537145315134
0.7725,1.149120855183028,-1.0021421544208,1.53247069544531,0.9741288648186111,-0.914646159238592,1.604932248442131,1.134636152123439,-0.9948998028910061,1.524672475158684
0.775,1.158291887724674,-1.014827885297276,1.545416725602352,1.217267140859027,-1.044315511864452,1.501291485996747,1.14418837008534,-1.007776126477609,1.537824788500877
0.7775,1.167492513695721,-1.027501537974059,1.558382035228778,1.328245897569809,-1.107878229911103,1.463760712893335,1.153768704655643,-1.02063963345402,1.550993274045063
0.78,1.176727890371645,-1.040165193087267,1.571363475011923,1.128549403665801,-1.016075949734345,1.581596687011441,1.16337656487417,-1.033489530338529,1.564177119497038
0.7825,1.185993866275724,-1.052816278585407,1.584361640943211,0.9970230471884796,-0.9583308690417854,1.665375604770986,1.173011358082863,-1.046325024488977,1.577375511615106
0.785,1.195291305722484,-1.065454732031719,1.597375427150874,1.193968645270519,-1.064793401805737,1.584945446318341,1.182672489962284,-1.059145324151619,1.590587636260276
0.7875,1.204618718616286,-1.078079315533971,1.610404178559239,1.365199711039346,-1.158369811745501,1.517398342143176,1.192359364568305,-1.07194963850998,1.603812678446459
0.79,1.213976023213907,-1.090689497156155,1.623447178357367,1.199767545713164,-1.083585258405784,1.618207527099067,1.202071384368893,-1.084737177733649,1.617049822390757
0.7925,1.223362307232621,-1.10328433150282,1.636503546128138,1.042873595578367,-1.013039975675693,1.714771161983494,1.211807950280894,-1.097507153026957,1.630298251563787
0.795,1.232777279403371,-1.115863185525834,1.649572601511515,1.228442747949695,-1.113695919798996,1.640125685626704,1.221568461707071,-1.110258776677684,1.643557148740024
0.7975,1.242220159224362,-1.128425183431246,1.662653448712904,1.396189600180629,-1.20540990390938,1.574412680455371,1.231352316573099,-1.122991262105615,1.656825696048242
0.8,1.251690582465169,-1.140969659461295,1.675745388365012,1.217297304620895,-1.123773020539158,1.682039450082879,1.241158911364727,-1.135703823911074,1.670103075021938
0.8025,1.261187817873863,-1.153495766277803,1.688847539994494,1.092983631053862,-1.069393672867802,1.762395988159725,1.250987641164994,-1.148395677923369,1.683388466649837
0.805,1.270711454444306,-1.166002818625537,1.701959182617217,1.312663778013091,-1.18697898040993,1.670773572784446,1.26083789969156,-1.161066041249164,1.696681051426396
0.8075,1.280260792664156,-1.178489988985806,1.71507945131737,1.414302913286134,-1.245511049296794,1.6381884963209,1.270709079334059,-1.173714132320757,1.709980009402385
0.8100000000000001,1.289835384517001,-1.190956577606997,1.728207607165619,1.193193782500466,-1.14263577659873,1.766993261174708,1.280600571191645,-1.186339170944319,1.723284520235421
0.8125,1.299434554543254,-1.203401773064371,1.741342797810596,1.175228179721754,-1.141298585653621,1.794240844563439,1.290511765110503,-1.198940378347996,1.736593763240616
0.8150000000000001,1.309057824615185,-1.215824864676797,1.754484269898161,1.424165550280222,-1.273378727509316,1.688050397172872,1.300442049721509,-1.211516977229959,1.749906917441164
0.8175,1.318704537710858,-1.228225054422811,1.767631180990106,1.378293296232749,-1.258019433683757,1.729277090495451,1.31039081247794,-1.224068191806352,1.763223161618997
0.8200000000000001,1.328374191136631,-1.240601623580832,1.780782766207109,1.171571078695699,-1.162200067360366,1.850939965733471,1.320357439693233,-1.236593247859133,1.776541674365464
0.8225,1.338066141847208,-1.252953785418012,1.793938190920447,1.328950847792026,-1.248396138390421,1.790561918895012,1.33034131657888,-1.249091372783848,1.789861634131949
0.8250000000000001,1.347779867069384,-1.26528081553081,1.80709668109552,1.487202508546446,-1.334992136269341,1.729756867916088,1.340341827282324,-1.26156179563728,1.803182219280601
0.8275,1.357514734188892,-1.277581936816972,1.820257408266905,1.276726901933383,-1.237188020689217,1.853323262206292,1.35035835492496,-1.274003747185006,1.816502608134978
0.8300000000000001,1.367270203977518,-1.289856421117517,1.833419591183511,1.256273983728289,-1.234358310992902,1.881884993292874,1.360390281640189,-1.286416459948853,1.829821979030745
0.8325,1.377045651449065,-1.302103499673001,1.846582406268123,1.503459866557555,-1.365310607227246,1.776632873865524,1.370436988611501,-1.298799168254219,1.843139510366377
0.835,1.386840523845791,-1.314322442144882,1.859745066642148,1.40081432733567,-1.321309343889822,1.846300884127521,1.380497856110695,-1.311151108277335,1.856454380653805
0.8375,1.396654201607224,-1.326512487127932,1.872906752641526,1.246456658893072,-1.251413715770856,1.941828246051655,1.390572263536067,-1.323471518092353,1.869765768569108
0.84,1.406486120806309,-1.33867290339616,1.886066673066243,1.479733554965343,-1.375296620475677,1.843540480955373,1.400659589450726,-1.335759637718369,1.883072853003179
0.8425,1.416335665590173,-1.350802936150921,1.899224011432145,1.495557440566211,-1.39041382363894,1.853980244384135,1.410759211620883,-1.348014709166276,1.896374813112374
0.845,1.426202262767048,-1.36290185434193,1.912377973295753,1.278884557385887,-1.28924300165135,1.98066828348205,1.420870507054275,-1.360235976485544,1.909670828369121
0.8475,1.436085298862682,-1.374968909222893,1.925527744813817,1.459773752639611,-1.386813136111357,1.908574042637416,1.43099285203856,-1.372422685810832,1.922960078612585
0.85,1.445984192959146,-1.387003370798167,1.938672529193977,1.557276047770107,-1.442649298203648,1.878170879201357,1.441125622179821,-1.384574085408505,1.936241744099205
0.8525,1.455898332943616,-1.399004495974272,1.951811514850415,1.323186087380059,-1.332648373192494,2.013560339091373,1.451268192441086,-1.396689425723007,1.949515005553289
